Id,FormId,Name,Data,InstanceId
61a75a4cad2a5e6e421ebabb,Q01,Município,"{""q101"":""Luanda"",""q102"":""Luanda"",""q103"":"""",""q104"":""11.992322, -19.99112"",""q105"":""Rodrigo Carlos"",""q106"":0,""q107"":""luanda@municipio.ao"",""q108"":""https://luanda.municio.ao"",""q109"":""99.29"",""q110"":""Nenhuma""}",uuid:4e901e63-51ae-4c23-b883-2deb755adff0
61ae0c79ad2a5e6e421ebad2,Q02,Comuna / Distrito,"{""q201"":""Luanda"",""q202"":""Luanda"",""q203"":""Sambizanga"",""q204"":"""",""q205"":""Andreia Magoa"",""q206"":""927127938"",""q207"":""naldiocj@gmail.com"",""q208"":""...."",""q209"":""0, 0"",""q210"":""88.92"",""q211"":""OK""}",uuid:5a5bc83d-65bd-4dc7-aa25-a1a26d039060
61ae0f8dad2a5e6e421ebae0,Q03,Aldeia / Bairro,"{""q301"":""Luanda"",""q302"":""Luanda"",""q303"":""Sambizanga"",""q304"":""Santo Rosa"",""q305"":"""",""q306"":""0, 0"",""q307"":""Andre Balta"",""q308"":""927382932"",""q309"":""example@mat.gov.ao"",""q310"":""....."",""q311"":""92.32"",""q312"":""...""}",uuid:0a6b776c-aa97-46b4-98a4-3acd73c40d19
61ae14c2ad2a5e6e421ebb0a,Q04,Estruturas Administrativas,"{""q401"":""Luanda"",""q402"":""Luanda"",""q403"":""Sambizanga"",""q404"":""Santo Rosa"",""q405"":"""",""q406"":""A"",""q407"":""E MAT"",""q408"":"""",""q409"":"""",""q410"":"""",""q411"":"""",""q412"":"""",""q413"":""0, 0"",""q414"":""NA"",""q415"":"".... Phone"",""q416"":""..... Email"",""q417"":"".... WebSITE"",""q418"":""2"",""q419"":[""Secretaria Geral"",""GEPE""],""q420"":"""",""q421"":"""",""q422"":"""",""q423"":""Provisória"",""q424"":""Bom estado de conservação"",""q425"":""2009"",""q426"":""oK""}",uuid:346e169a-d8b7-4d00-a050-f9b08bfa5bcc
61af40a23604fea69ab32066,Q06,Funcionários da Administração Municipal,"{""q601"":""Luanda"",""q602"":""Luanda"",""q603"":"""",""q604"":""Naldio Andre"",""q605"":""10127040"",""q606"":""Administração Municipal"",""q607"":"""",""q608"":""Mestre"",""q609"":""2021-12-07"",""q610"":""Masculino"",""q611"":""2021-12-07"",""q612"":""Luanda"",""q613"":""Luanda"",""q614"":""TI"",""q615"":""Doutoramento"",""q616"":""UPRA"",""q617"":""..."",""q618"":""Técnico Superior"",""q619"":"""",""q620"":""Definitivo"",""q621"":""...""}",uuid:60321961-4e40-4dd5-a54c-1b1984ad7ed7
61af4d343604fea69ab32086,Q07,Conselho Municipal de Auscultação da Comunidade (CMAC),"{""q701"":""Luanda"",""q702"":""Luanda"",""q703"":"""",""q704"":""10"",""q705"":""5"",""q707"":""1"",""q708"":[""Representantes dos Partidos Políticos e Coligações de Partidos Políticos com assento na Assembleia Nacional e domicílio no Município"",""Representantes das Associações dos Antigos Combatentes e Veteranos da Pátria"",""Representantes de Associações Sindicais""],""q709"":""D723"",""q710"":""2021-12-07"",""q711"":""Sim"",""q712"":""99"",""q713"":""Sim"",""q714"":""Sim"",""q715"":""Boa""}",uuid:48e5430d-0af7-43f6-a568-b689d962a621
61afa1c9be8972e0edbaeecf,Q08,Conselho Municipal de Concertação Social (CMCS),"{""q801"":""Luanda"",""q802"":""Luanda"",""q803"":"""",""q804"":""10"",""q805"":""5"",""q807"":""6"",""q808"":""Anat, Bolta, Query"",""q809"":""Sim"",""q810"":""5"",""q811"":""Sim"",""q812"":""Sim"",""q813"":""Ok""}",uuid:74aca786-5cc0-4ae0-84d1-27cfea204d1b
61afa9eebe8972e0edbaeeec,Q25,Áreas Protegidas,"{""q2501"":""Luanda"",""q2502"":""Luanda"",""q2503"":""Samba"",""q2504"":""Corimba"",""q2505"":""Anselmo"",""q2506"":""area"",""q2507"":""Parque Nacional"",""q2508"":""0,0"",""q2509"":""123"",""q2510"":""1638902217859-nova.jpg"",""q2511"":""1638902223452-nova.jpg"",""q2512"":""1638902232683-nova.jpg"",""q2513"":""1638902243197-nova.jpg"",""q2514"":""1638902248341-nova.jpg"",""q2515"":""obs""}",uuid:65b12644-7a92-48fa-995a-0d0ba464d912
61afb0efbe8972e0edbaeeff,Q10,Autoridades Tradicionais,"{""q1001"":""Luanda"",""q1002"":""Luanda"",""q1003"":""Sambizanga"",""q1004"":""Corimba"",""q1005"":""Ilvan"",""q1006"":""Mateus Chilombo"",""q1007"":""990000000"",""q1008"":"""",""q1009"":""1976-02-01"",""q1010"":""Masculino"",""q1011"":""Soba"",""q1012"":""Linhagem"",""q1013"":""2000-11-04"",""q1014"":""Limites territorias"",""q1015"":""Sim"",""q1016"":""Sim"",""q1017"":""Obs""}",uuid:a99dcc1f-4667-47d1-a03a-bb0060b54fff
61afb665be8972e0edbaef11,Q24,Recursos Minerais,"{""q2401"":""Luanda"",""q2402"":""Luanda"",""q2403"":""Sambizanga"",""q2404"":""Santo Rosa"",""q2405"":""ACa"",""q2406"":""ferro"",""q2407"":""Solo"",""q2408"":""0,0"",""q2409"":""1638905434320-nova.jpg"",""q2410"":""1638905438262-nova.jpg"",""q2411"":""Sim"",""q2412"":""Sim"",""q2413"":""Obs""}",uuid:9ce02cef-6f0e-473b-bbdf-b0c1e41b503c
